original_title,revenue,budget,popularity,actors_cnt,original_language,language_en,language_fr,language_es,language_de,language_ru,language_it,language_ja,release_date,release_year,release_month,release_week,release_weekday,runtime,runtime_intervals,runtime_cat,is_collection,keywords_cnt,crew_total_cnt,crew_writing_cnt,crew_directing_cnt,crew_art_cnt,crew_sound_cnt,crew_costume_makeup_cnt,crew_visual_effects_cnt,crew_production_cnt,crew_actors_cnt,crew_camera_cnt,crew_lighting_cnt,crew_editing_cnt,sw_genre_action,sw_genre_adventure,sw_genre_animation,sw_genre_comedy,sw_genre_crime,sw_genre_documentary,sw_genre_drama,sw_genre_family,sw_genre_fantasy,sw_genre_foreign,sw_genre_history,sw_genre_horror,sw_genre_music,sw_genre_mystery,sw_genre_romance,sw_genre_science_fiction,sw_genre_thriller,sw_genre_tv_movie,sw_genre_war,sw_genre_western,genres_total,actor0_avg_revenue,actor0_avg_revenue_5y,actor0_blockbusters,actor0_blockbusters_5y,actor0_movies,actor0_movies_5y,actor0_gender,actor1_avg_revenue,actor1_avg_revenue_5y,actor1_blockbusters,actor1_blockbusters_5y,actor1_movies,actor1_movies_5y,actor1_gender,actor2_avg_revenue,actor2_avg_revenue_5y,actor2_blockbusters,actor2_blockbusters_5y,actor2_movies,actor2_movies_5y,actor2_gender,all_directors_avg_revenue,all_directors_avg_blockbusters,all_directors_avg_revenue_5y,all_directors_avg_blockbusters_5y,all_producers_avg_revenue,all_producers_avg_blockbusters,all_producers_avg_revenue_5y,all_producers_avg_blockbusters_5y
Babe: Pig in the City,NULL,141160307,6.229629,21,en,1,0,0,0,0,0,0,1998-11-25,1998,11,48,4,92,9,Intermediate,0,10,13,3,1,0,1,0,0,4,0,1,0,2,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,106078909,NULL,6,0,11,0,2,56615095,NULL,1,0,2,0,1,37799643,NULL,0,0,1,0,0,198770292,2,378858340,1,256153812,3,378858340,1
Gabbar Singh,NULL,7794624,0.795228,11,te,0,0,0,0,0,0,0,2012-05-11,2012,5,19,6,136,14,Long,0,1,4,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22950000,41000000,0,0,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Wild Child,NULL,23748578,10.420849,19,en,1,0,0,0,0,0,0,2008-01-01,2008,1,1,3,98,10,Intermediate,0,16,12,1,1,1,1,0,0,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16324484,29628491,1,1,6,3,1,12496579,1055287,0,0,2,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62885894,8,115996236,2
Manglehorn,NULL,4314577,4.69699,12,en,1,0,0,0,0,0,0,2015-06-03,2015,6,23,4,97,10,Intermediate,0,5,29,1,1,2,4,0,0,18,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115676081,NULL,8,0,12,0,2,108255382,22678555,4,0,7,1,2,89510000,443684,3,0,10,1,1,143597,0,NULL,0,54013,0,9221,0
Yentl,NULL,30802048,2.592296,7,en,1,0,0,0,0,0,0,1983-11-18,1983,11,47,6,132,13,Long,0,6,9,2,1,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,68069366,NULL,1,0,3,0,0,17257463,5483299,0,0,5,1,2,19158074,NULL,0,0,1,0,1,NULL,NULL,NULL,NULL,161000000,1,NULL,0
The Nutcracker: The Untold Story,NULL,105519362,3.394928,12,en,1,0,0,0,0,0,0,2010-11-24,2010,11,48,4,110,11,Intermediate,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,218235397,268887093,3,1,5,3,1,195818758,NULL,4,0,7,0,2,184732506,303811744,7,1,24,2,2,6285578,0,NULL,0,NULL,NULL,NULL,NULL
Kama Sutra - A Tale of Love,NULL,4888279,7.124652,4,en,1,0,0,0,0,0,0,1996-09-11,1996,9,37,4,117,12,Intermediate,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,231378442,335714131,1,1,3,2,1,10017322,NULL,0,0,1,0,2,519535,0,519535,0,NULL,NULL,NULL,NULL
The Believer,NULL,2165361,8.128106,33,en,1,0,0,0,0,0,0,2001-01-19,2001,1,3,6,98,10,Intermediate,0,9,20,3,1,3,1,0,0,3,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66822347,67452984,6,2,12,5,2,2189047,NULL,0,0,1,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,NULL,3575006,0.328668,9,hi,0,0,0,0,0,0,0,2009-05-15,2009,5,20,6,141,14,Long,0,1,14,6,2,0,1,0,0,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18800000,NULL,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Surrogates,NULL,95333486,16.211937,44,en,1,0,0,0,0,0,0,2009-09-24,2009,9,39,5,89,9,Short,0,2,25,2,1,4,2,0,0,6,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,83661434,92346477,8,1,25,3,2,60482860,107401978,3,2,9,4,1,154258419,104458523,5,1,10,4,1,204275186,2,NULL,0,219121742.7,3,475977557,1
Shattered Glass,NULL,8336641,6.0872,18,en,1,0,0,0,0,0,0,2003-11-14,2003,11,46,6,94,9,Intermediate,0,0,9,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,301084223,NULL,3,0,6,0,2,67909031,162360636,3,1,6,1,2,27373384,14016568,1,0,6,1,1,NULL,NULL,NULL,NULL,18021208,0,NULL,0
Minions,NULL,79819667,547.488298,17,en,1,0,0,0,0,0,0,2015-06-17,2015,6,25,4,91,9,Intermediate,0,6,12,3,2,0,1,0,0,3,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,148680641,716392705,7,1,12,1,1,78705592,66221895,4,1,10,5,2,118094235,242688965,5,1,11,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dominion: Prequel to the Exorcist,NULL,39271429,7.892677,27,en,1,0,0,0,0,0,0,2005-05-20,2005,5,21,6,117,12,Intermediate,0,12,14,2,1,1,3,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,377183972,368435618,5,1,11,4,2,93067926,NULL,1,0,4,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,279792,0,56825,0,50239589,3,NULL,0
Bad Teacher,NULL,22731229,7.310686,45,en,1,0,0,0,0,0,0,2011-05-16,2011,5,21,2,92,9,Intermediate,1,4,45,2,2,4,16,0,0,12,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149103693,133895264,10,2,13,2,1,85758977,NULL,3,0,5,0,2,103724169,346864462,1,1,4,1,2,10148745,0,NULL,0,94382446,1,64110728,0
Whiteout,NULL,47666743,7.759722,17,en,1,0,0,0,0,0,0,2009-09-09,2009,9,37,4,101,10,Intermediate,0,4,29,4,2,5,2,0,0,10,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,106379764,14016568,4,0,7,1,1,74401589,NULL,3,0,4,0,2,170616404,NULL,4,0,7,0,2,147080413,1,NULL,0,70642307.3,4,76742331.3,0
Taxi,NULL,0,7.668149,43,fr,0,1,0,0,0,0,0,1998-04-04,1998,4,14,7,86,9,Short,0,7,13,1,1,2,3,0,0,3,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63111686,NULL,0,0,2,0,2,63111686,NULL,0,0,2,0,2,74873977,3454301,2,0,7,2,1,NULL,NULL,NULL,NULL,44614617.7,0,36894225,0
Lethal Weapon 4,NULL,219582699,14.470551,21,en,1,0,0,0,0,0,0,1998-07-10,1998,7,28,6,127,13,Long,0,3,101,5,2,12,13,0,0,15,0,11,5,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,117738757,206172544,10,1,21,1,2,78578022,NULL,4,0,10,0,2,41454283,NULL,0,0,2,0,2,66322376,1,NULL,0,75199325,6,62788218,0
Albert Nobbs,NULL,9092492,5.379039,16,en,1,0,0,0,0,0,0,2011-12-21,2011,12,52,4,113,11,Intermediate,0,3,8,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,329890197,773328629,5,1,6,1,1,219997247,2539324,1,0,5,2,1,339577758,442385251,3,2,7,5,2,NULL,NULL,NULL,NULL,89913366.5,0,350006,0
Salaam Bombay!,NULL,0,2.533455,14,hi,0,0,0,0,0,0,0,1988-08-24,1988,8,35,4,113,11,Intermediate,0,4,11,2,1,3,1,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,519535,0,519535,0,NULL,NULL,NULL,NULL
Dig!,NULL,0,1.527551,11,en,1,0,0,0,0,0,0,2004-05-14,2004,5,20,6,107,11,Intermediate,0,9,6,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hot Fuzz,NULL,14799247,13.535195,45,en,1,0,0,0,0,0,0,2007-02-14,2007,2,7,4,121,12,Long,0,10,25,2,1,3,2,0,0,12,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,317460636,151930923,5,1,8,3,2,171860469,46089287,2,0,3,1,2,194283303,55388839,9,1,19,5,2,135300303,1,135300303,1,95663844,8,110195661.3,3
Observe and Report,NULL,0,5.666341,24,en,1,0,0,0,0,0,0,2009-04-10,2009,4,15,6,86,9,Short,0,4,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,159160067,100392123,7,1,8,2,2,129798409,147587831,6,2,9,3,1,149023936,214821678,7,4,11,5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A Simple Wish,NULL,44600598,3.354869,9,en,1,0,0,0,0,0,0,1997-07-11,1997,7,28,6,86,9,Short,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,72632760,18662027,4,0,8,1,2,16405918,10000000,0,0,5,1,1,46264384,NULL,0,0,1,0,1,47381924,0,NULL,0,NULL,NULL,NULL,NULL
The Bourne Ultimatum,NULL,86328944,18.173269,46,en,1,0,0,0,0,0,0,2007-08-03,2007,8,31,6,115,12,Intermediate,0,26,135,5,5,16,18,0,0,27,0,14,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,128633643,312257600,10,3,20,4,2,93293245,NULL,2,0,5,0,1,68606895,161789,2,0,7,1,2,111088486,4,95000000,1,285979986.3,3,NULL,0
Spirit: Stallion of the Cimarron,NULL,113688494,16.724836,15,en,1,0,0,0,0,0,0,2002-05-24,2002,5,21,6,83,8,Short,0,10,25,1,6,1,2,0,0,3,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,128633643,312257600,10,3,20,4,2,106078909,NULL,6,0,11,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,189712432,1,NULL,0,218613188,1,NULL,0
Fuck,NULL,0,2.048857,36,en,1,0,0,0,0,0,0,2005-11-07,2005,11,46,2,93,9,Intermediate,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23507567,23507567,0,0,1,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tosun Pasa,NULL,288457,0.91597,5,en,1,0,0,0,0,0,0,1976-01-01,1976,1,1,5,94,9,Intermediate,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Seven Brides for Seven Brothers,NULL,0,5.748536,20,en,1,0,0,0,0,0,0,1954-07-22,1954,7,30,5,102,10,Intermediate,0,11,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,11000000,NULL,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40858642,NULL,1,0,2,0,2,6000000,0,NULL,0,NULL,NULL,NULL,NULL
Here Comes the Boom,NULL,0,13.409588,14,en,1,0,0,0,0,0,0,2012-10-11,2012,10,41,5,105,11,Intermediate,0,5,33,3,2,2,10,0,0,5,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72063380,NULL,3,0,8,0,1,205886104,274820430,6,3,7,3,2,127304718,NULL,1,0,2,0,2,150801891,4,123494610,1,145445187,2,107597242,1
Exit Through the Gift Shop,NULL,0,5.188466,4,en,1,0,0,0,0,0,0,2010-01-24,2010,1,5,1,87,9,Short,0,11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Strangers on a Train,NULL,11799554,15.41773,16,en,1,0,0,0,0,0,0,1951-06-18,1951,6,25,2,101,10,Intermediate,0,20,15,5,1,2,2,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2200000,NULL,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11424105,0,NULL,0,12198977,0,NULL,0
Breaking Up,NULL,0,2.145688,6,en,1,0,0,0,0,0,0,1997-10-17,1997,10,42,6,90,9,Intermediate,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,146972579,255211735,6,3,15,6,2,72063380,NULL,3,0,8,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13131044,0,NULL,0,NULL,NULL,NULL,NULL
Major League II,NULL,0,7.989181,17,en,1,0,0,0,0,0,0,1994-03-30,1994,3,14,4,105,11,Intermediate,0,4,18,5,1,1,1,0,0,4,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58105472,78378744,4,1,15,1,2,13558534,NULL,0,0,4,0,2,47994679,NULL,1,0,3,0,2,36419674,0,NULL,0,50239589,3,NULL,0
A Soldier's Daughter Never Cries,NULL,0,0.85691,17,it,0,0,0,0,0,1,0,1998-09-18,1998,9,38,6,127,13,Long,0,2,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65431542,NULL,4,0,9,0,2,104204701,NULL,3,0,5,0,1,14560084,NULL,0,0,1,0,1,14220278,0,NULL,0,NULL,NULL,NULL,NULL
Shadow of the Vampire,NULL,11877213,12.691457,15,en,1,0,0,0,0,0,0,2000-05-15,2000,5,21,2,92,9,Intermediate,0,3,5,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,176553498,204107710,7,3,13,3,2,121015771,420773707,8,3,23,4,2,25556169,NULL,1,0,5,0,2,NULL,NULL,NULL,NULL,23862992,0,NULL,0
Killshot,NULL,0,4.475472,16,en,1,0,0,0,0,0,0,2008-11-13,2008,11,46,5,95,10,Intermediate,0,3,32,2,2,4,1,0,0,16,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,50329111,4631,3,0,13,1,2,121714327,334772759,4,1,13,2,1,46747569,3295624,2,0,6,1,2,3500605,0,3500605,0,80513410.5,2,155760117,0
From Here to Eternity,NULL,15799028,5.358582,17,en,1,0,0,0,0,0,0,1953-08-28,1953,8,35,6,118,12,Intermediate,0,6,22,3,2,2,7,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,28944766,NULL,2,0,8,0,2,8606000,NULL,0,0,2,0,2,25914906,NULL,0,0,3,0,1,28350000,0,NULL,0,NULL,NULL,NULL,NULL
Demolition,NULL,10652064,6.925667,30,en,1,0,0,0,0,0,0,2016-04-06,2016,4,15,4,101,10,Intermediate,0,23,33,1,1,4,1,0,0,15,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90330827,116340281,5,1,8,2,2,132427853,186424306,10,1,15,2,2,27409889,0,NULL,0,103066856.7,0,53792807,0
Minuscule - La vallée des fourmis perdues,NULL,21619625,6.583428,2,xx,0,0,0,0,0,0,0,2013-11-17,2013,11,47,1,89,9,Short,0,7,4,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Friends with Benefits,NULL,39779651,10.009007,16,en,1,0,0,0,0,0,0,2011-07-21,2011,7,30,5,109,11,Intermediate,0,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,103724169,346864462,1,1,4,1,2,161778923,953485,4,0,7,2,1,79953833,311256926,2,1,9,1,1,18599102,0,NULL,0,NULL,NULL,NULL,NULL
No se Aceptan Devoluciones,NULL,6035936,6.507895,49,es,0,0,1,0,0,0,0,2013-07-20,2013,7,29,7,115,12,Intermediate,0,2,6,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97437106,97437106,1,1,1,1,0,117698894,117698894,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
?????????? ?.?.: ?????? ??? ??????,NULL,2979171,0.928271,8,ru,0,0,0,0,1,0,0,2009-12-03,2009,12,49,5,91,9,Intermediate,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,15418251,NULL,0,0,5,0,2,8910819,NULL,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Gallows,NULL,107864,7.51505,11,en,1,0,0,0,0,0,0,2015-07-10,2015,7,28,6,87,9,Short,0,6,8,2,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107512728,8,97343876,5
The Prince of Tides,NULL,56312115,2.960942,9,en,1,0,0,0,0,0,0,1991-12-25,1991,12,52,4,132,13,Long,0,7,11,3,1,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,74667805,171351672,5,2,14,3,2,68069366,NULL,1,0,3,0,0,98578007,NULL,2,0,5,0,1,NULL,NULL,NULL,NULL,161000000,1,NULL,0
Monsters  Inc.,NULL,166011039,26.419962,0,en,1,0,0,0,0,0,0,2001-11-01,2001,11,44,5,92,9,Intermediate,0,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Supercross,NULL,0,2.350811,13,en,1,0,0,0,0,0,0,2005-08-16,2005,8,34,3,80,8,Short,0,1,9,3,1,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Quiet Ones,NULL,215985,6.322844,9,en,1,0,0,0,0,0,0,2014-04-01,2014,4,14,3,98,10,Intermediate,0,16,35,4,3,3,7,0,0,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,42325038,69469449,3,2,9,3,2,570438511,332800866,2,1,3,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18490521,0,226286,0
Erin Brockovich,NULL,77201882,10.135446,10,en,1,0,0,0,0,0,0,2000-03-17,2000,3,12,6,131,13,Long,0,5,98,1,3,13,15,0,0,13,0,5,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114504314,70850382,8,1,17,2,1,80571006,NULL,2,0,8,0,0,127266488,94824108,5,2,14,4,2,83588626,3,NULL,0,62335551.3,4,35716676,0
Sanctum,NULL,34096844,7.000775,13,en,1,0,0,0,0,0,0,2011-02-03,2011,2,6,5,108,11,Intermediate,0,3,14,2,1,2,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,269380294,470490832,2,1,3,1,2,188595209,NULL,2,0,2,0,2,373062864,NULL,1,0,1,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Boy in the Striped Pyjamas,NULL,14842861,8.912738,19,en,1,0,0,0,0,0,0,2008-05-07,2008,5,19,4,94,9,Intermediate,0,6,55,2,2,6,7,0,0,13,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,133818601,240629846,7,3,10,3,1,NULL,NULL,NULL,NULL,556700437,5,359107478,1
Jennifer's Body,NULL,19066697,13.483131,20,en,1,0,0,0,0,0,0,2009-09-18,2009,9,38,6,100,10,Intermediate,0,11,15,1,1,1,3,0,0,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,411813835,245623848,5,1,5,1,1,122258762,204612514,5,3,7,3,1,64015008,3566225,1,0,3,1,2,NULL,NULL,NULL,NULL,150654433.5,1,10368487,0
My Name Is Khan,NULL,14069248,11.264586,13,hi,0,0,0,0,0,0,0,2010-02-12,2010,2,7,6,145,15,Long,0,1,14,2,1,1,3,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,19716027,31542657,0,0,8,3,2,19587954,NULL,0,0,2,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17000000,0,NULL,0,20488248,0,18032281.5,0
King Corn,NULL,0,0.964027,4,en,1,0,0,0,0,0,0,2007-10-12,2007,10,41,6,88,9,Short,0,6,8,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Slipstream,NULL,0,10.627974,17,en,1,0,0,0,0,0,0,2007-02-10,2007,2,6,7,96,10,Intermediate,0,1,14,1,1,2,1,0,0,5,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,151594411,324130380,6,2,13,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13769680,0,24902723,0
Jeepers Creepers 2,NULL,23620484,14.786032,16,en,1,0,0,0,0,0,0,2003-08-08,2003,8,32,6,104,10,Intermediate,0,7,106,2,4,14,16,0,0,14,0,7,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,30800525,30464432,0,0,5,3,2,31309034,3400278,0,0,2,1,2,38793283,NULL,0,0,1,0,2,59217789,0,NULL,0,59217789,0,NULL,0
Unfriend,NULL,10545544,14.282584,14,en,1,0,0,0,0,0,0,2016-01-07,2016,1,2,5,92,9,Intermediate,0,8,42,3,1,5,7,0,0,4,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,160602194,160602194,1,1,1,1,1,584229185,NULL,2,0,2,0,2,NULL,NULL,NULL,NULL,70000000,0,NULL,0
Avalon,NULL,11548594,5.019679,12,pl,0,0,0,0,0,0,0,2001-01-20,2001,1,3,7,107,11,Intermediate,1,18,10,1,1,0,1,0,0,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1999955,NULL,0,0,1,0,0,1999955,NULL,0,0,1,0,0,2287714,0,NULL,0,NULL,NULL,NULL,NULL
1947: Earth,NULL,0,3.877988,10,hi,0,0,0,0,0,0,0,1998-09-16,1998,9,38,4,101,10,Intermediate,0,7,7,2,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124793977,200500000,3,2,4,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
