customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
7808-DVWEP,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,3,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Bank transfer (automatic),20,49.65
7067-KSAZT,Churning,Female,Senior,Partner,NoDependents,65,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Electronic check,106.25,6979.8
2284-VFLKH,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,49,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Credit card (automatic),99.25,4920.8
0366-NQSHS,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,2,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,19.35,46.35
6532-YLWSI,Churning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,53,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,NoPaperlessBilling,Bank transfer (automatic),20.8,1021.8
3807-BPOMJ,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,55,PhoneService,NoMultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Electronic check,94.75,5276.1
3892-NXAZG,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,72,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),114.05,8289.2
4948-WBBKL,NonChurning,Female,Senior,NoPartner,NoDependents,36,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),74.9,2659.45
4182-BGSIQ,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,10,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,PaperlessBilling,Bank transfer (automatic),19.8,196.75
9300-AGZNL,Churning,Male,Senior,NoPartner,NoDependents,1,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,94,94
0988-AADSA,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,72,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,StreamingMovies,Two year,NoPaperlessBilling,Bank transfer (automatic),80.85,5824.75
9972-NKTFD,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,28,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Bank transfer (automatic),54.65,1517.5
3717-LNXKW,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,38,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Bank transfer (automatic),91.7,3479.05
5734-EJKXG,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,61,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Electronic check,118.6,7365.7
2207-RYYRL,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,52,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Mailed check,24.55,1331.05
6729-FZWSY,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,67,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,PaperlessBilling,Mailed check,19.45,1195.95
9695-IDRZR,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,Dependents,34,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),116.15,3946.9
8144-DGHXP,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,54,PhoneService,NoMultipleLines,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,NoPaperlessBilling,Electronic check,80.6,4299.95
7814-LEEVE,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,1,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,PaperlessBilling,Bank transfer (automatic),20.3,20.3
1112-CUNAO,Churning,Female,Senior,NoPartner,NoDependents,15,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,89.85,1424.95
5175-AOBHI,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,4,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Mailed check,46,193.6
5174-RNGBH,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,9,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Mailed check,66.25,620.55
8631-WUXGY,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,Dependents,46,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,99.8,4391.25
7270-BDIOA,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,22,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,90,1993.8
9565-JSNFM,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,38,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,One year,PaperlessBilling,Bank transfer (automatic),70.45,2597.6
5906-DVAPM,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,55,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,One year,PaperlessBilling,Credit card (automatic),75,4213.9
6654-QGBZZ,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,19.9,19.9
8348-JLBUG,NonChurning,Male,Senior,Partner,NoDependents,64,PhoneService,NoMultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Credit card (automatic),80.3,5017.7
0607-DAAHE,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,Dependents,53,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Bank transfer (automatic),19.75,1052.35
5641-DMBFJ,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,58,PhoneService,MultipleLines,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Electronic check,84.3,4916.4
9200-NLNPD,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,56,NpPhoneService,No phone service,DSL,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Bank transfer (automatic),54.05,2959.8
2664-XJZNO,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,72,PhoneService,NoMultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),104.9,7559.55
9732-KPKBW,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,53.95,53.95
3339-EAQNV,NonChurning,Male,Senior,Partner,NoDependents,72,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Credit card (automatic),97.25,7133.1
0921-OHLVP,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,22,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,83.05,1799.3
3389-YGYAI,Churning,Female,Senior,NoPartner,NoDependents,8,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,105.5,829.55
9560-ARGQJ,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,Dependents,16,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,81,1312.15
8350-NYMVI,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,39,NpPhoneService,No phone service,DSL,NpOnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Bank transfer (automatic),41.1,1597.05
1600-DILPE,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,12,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),45,524.35
0536-ESJEP,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,54,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),74.55,4191.45
4654-GGUII,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,18,NpPhoneService,No phone service,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,One year,PaperlessBilling,Mailed check,40.2,711.95
6478-HRRCZ,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,32,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,StreamingMovies,One year,NoPaperlessBilling,Mailed check,70.5,2201.75
8510-BBWMU,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,41,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,PaperlessBilling,Mailed check,19.75,806.95
6857-TKDJV,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,67,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Bank transfer (automatic),24.65,1620.45
2360-RDGRO,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,65,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,104.25,6812.95
0584-BJQGZ,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,25,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),78.35,1837.9
5134-IKDAY,Churning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,1,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,69.8,69.8
1360-XFJMR,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,67,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Credit card (automatic),109.7,7344.45
3070-DVEYC,Churning,Male,Senior,NoPartner,NoDependents,7,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Mailed check,73.75,545.15
5730-RIITO,NonChurning,Female,Senior,NoPartner,NoDependents,43,NpPhoneService,No phone service,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Credit card (automatic),33.45,1500.25
9058-MJLZC,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,24,PhoneService,NoMultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,94.6,2283.15
5707-ORNDZ,Churning,Male,Senior,NoPartner,NoDependents,9,PhoneService,MultipleLines,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,54.55,494.05
0902-XKXPN,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,69,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Bank transfer (automatic),20.2,1376.5
5177-RVZNU,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,Dependents,37,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,NoPaperlessBilling,Bank transfer (automatic),20.3,755.4
0056-EPFBG,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,20,NpPhoneService,No phone service,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Two year,PaperlessBilling,Credit card (automatic),39.4,825.4
8993-IZEUX,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,7,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Bank transfer (automatic),69.15,488.65
8696-JKZNU,Churning,Female,Senior,NoPartner,NoDependents,37,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,76.25,2841.55
5380-AFSSK,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,5,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Mailed check,93.9,486.85
8190-ZTQFB,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,41,NpPhoneService,No phone service,DSL,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Electronic check,51.35,2075.1
0931-MHTEM,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,54,PhoneService,NoMultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Credit card (automatic),100.05,5299.65
2055-PDADH,Churning,Female,Senior,NoPartner,NoDependents,3,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,70.4,204.7
7515-LODFU,NonChurning,Male,Senior,NoPartner,NoDependents,69,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Credit card (automatic),20.3,1356.3
0440-UEDAI,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,53,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,StreamingMovies,One year,PaperlessBilling,Credit card (automatic),94.45,5042.75
1337-BOZWO,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,18,NpPhoneService,No phone service,DSL,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Credit card (automatic),46.4,812.4
0868-VJRDR,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,64,PhoneService,NoMultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),104.05,6605.55
8714-EUHJO,Churning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,31,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,91.15,2995.45
6344-SFJVH,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,20,NpPhoneService,No phone service,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Credit card (automatic),24.9,505.95
3950-VPYJB,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,57,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Mailed check,59.6,3509.4
8041-TMEID,NonChurning,Male,Senior,Partner,NoDependents,63,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Two year,NoPaperlessBilling,Credit card (automatic),108.5,6991.9
7321-ZNSLA,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,13,NpPhoneService,No phone service,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Two year,NoPaperlessBilling,Mailed check,40.55,590.35
6941-KXRRV,NonChurning,Female,Senior,Partner,NoDependents,48,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,One year,PaperlessBilling,Bank transfer (automatic),58.95,2789.7
3721-CNEYS,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,2,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,70.95,137.95
8727-JQFHV,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,57,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Mailed check,20.75,1123.15
9475-NNDGC,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,71,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Bank transfer (automatic),113.15,7953.25
1355-KUSBG,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,7,PhoneService,MultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,48.8,349.8
3688-FTHLT,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,16,PhoneService,MultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),63.05,1067.05
0899-LIIBW,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,34,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,100.85,3527.3
2568-OIADY,Churning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,37,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,99.5,3762
1384-RCUXW,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,16,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Mailed check,80.55,1248.9
5825-XJOCM,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,Dependents,48,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,One year,PaperlessBilling,Bank transfer (automatic),64.4,3035.35
6848-YLDFR,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,58,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Credit card (automatic),75.2,4300.8
8125-QPFJD,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,72,PhoneService,MultipleLines,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),84.9,6065.3
2320-YKQBO,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,7,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,19.3,144.95
1193-RTSLK,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,38,PhoneService,NoMultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Credit card (automatic),83.9,3233.6
2302-ANTDP,Churning,Female,Senior,Partner,NoDependents,48,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,117.45,5438.9
5923-GXUOC,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,10,PhoneService,NoMultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,104.4,1081.45
4973-RLZVI,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,30,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Credit card (automatic),74.65,2308.6
7869-ZYDST,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,31,PhoneService,MultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Credit card (automatic),59.05,1882.8
4501-UYKBC,NonChurning,Female,Senior,NoPartner,NoDependents,46,PhoneService,MultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,StreamingMovies,One year,PaperlessBilling,Credit card (automatic),69.1,3255.35
1215-EXRMO,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,50,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Mailed check,20.55,1067.65
2305-MRGLV,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,28,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Bank transfer (automatic),76.55,2065.4
8404-VIOMB,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,66,NpPhoneService,No phone service,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),62.5,4136.4
5233-GEEAX,Churning,Male,Senior,NoPartner,NoDependents,8,NpPhoneService,No phone service,DSL,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,29.4,221.9
2359-KLTEK,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,41,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),94.9,3848
5304-EFJLP,NonChurning,Male,Senior,Partner,NoDependents,72,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),111.65,8022.85
2673-ZALNP,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,7,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,NoPaperlessBilling,Mailed check,19.9,173.15
9184-GALIL,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,38,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,20.45,781.25
